id,Age,Gender,Annual Income,Marital Status,Number of Dependents,Education Level,Occupation,Health Score,Location,Policy Type,Previous Claims,Vehicle Age,Credit Score,Insurance Duration,Policy Start Date,Customer Feedback,Smoking Status,Exercise Frequency,Property Type,Premium Amount
8551,33,Female,125878,Divorced,1,High School,Self-Employed,46.39476802,Rural,Comprehensive,,18,498,2,14-07-2024 15:21,Poor,Yes,Rarely,House,3601
8552,52,Female,58195,Married,,High School,Self-Employed,6.084368465,Urban,Comprehensive,3,2,,9,28-04-2020 15:21,Poor,No,Monthly,Apartment,295
8553,24,Male,61807,Married,0,Master's,Self-Employed,9.474880374,Urban,Basic,2,5,794,7,24-06-2023 15:21,Poor,Yes,Rarely,Condo,24
8554,40,Male,38139,Married,2,PhD,Unemployed,15.71992941,Urban,Basic,1,0,622,9,22-02-2022 15:21,Average,Yes,Rarely,Condo,1368
8555,32,Female,131517,Married,0,PhD,Unemployed,42.89680893,Suburban,Premium,,1,427,6,03-07-2024 15:21,Good,Yes,Weekly,Condo,1121
8556,49,Male,7042,Divorced,0,PhD,Employed,32.8385866,Urban,Comprehensive,1,2,697,3,29-08-2021 15:21,Poor,Yes,Monthly,Apartment,641
8557,57,Male,26395,Married,3,High School,Unemployed,12.77002871,Suburban,Premium,0,19,,4,02-01-2023 15:21,Poor,No,Monthly,Apartment,1302
8558,37,Male,91457,Divorced,4,Bachelor's,Employed,13.27455915,Rural,Comprehensive,1,18,434,7,02-08-2021 15:21,Poor,No,Weekly,Apartment,1520
8559,58,Male,33437,Married,2,High School,Employed,24.08363414,Rural,Comprehensive,0,16,624,4,03-03-2021 15:21,Good,Yes,Daily,Condo,2240
8560,41,Male,44348,Married,0,High School,,24.07268918,Urban,Basic,,18,,3,29-12-2021 15:21,Average,No,Daily,House,537
8561,24,Female,25265,Single,2,PhD,Self-Employed,36.50795318,Rural,Comprehensive,2,1,,2,03-03-2024 15:21,Poor,No,Weekly,Condo,562
8562,23,Male,8993,Married,,Master's,Employed,11.25585118,Urban,Comprehensive,1,15,735,6,01-01-2020 15:21,Poor,Yes,Daily,Condo,1737
8563,28,Male,3967,Divorced,3,Master's,Employed,25.71112666,Suburban,Premium,1,0,459,2,04-02-2022 15:21,Good,No,Monthly,House,3145
8564,53,Female,64222,Married,1,High School,Self-Employed,19.89516994,Suburban,Comprehensive,,15,456,3,20-12-2021 15:21,Good,Yes,Monthly,House,1649
8565,52,Female,10892,Married,3,Master's,Employed,16.47791109,Suburban,Basic,2,8,575,2,06-08-2022 15:21,Average,Yes,Monthly,House,1583
8566,22,Female,29910,Divorced,3,High School,,36.81626683,Urban,Basic,1,8,514,4,11-09-2021 15:21,Average,Yes,Monthly,Condo,977
8567,51,Female,69058,Married,,Master's,Self-Employed,,Urban,Comprehensive,2,11,695,8,03-05-2020 15:21,Good,Yes,Rarely,House,2144
8568,29,Female,2079,Divorced,4,High School,Unemployed,27.16054102,Urban,Comprehensive,2,2,695,7,24-02-2021 15:21,Average,Yes,Rarely,Apartment,1516
8569,43,Female,447,Single,2,PhD,Self-Employed,24.96576846,Rural,Basic,1,9,676,2,24-04-2020 15:21,Average,Yes,Rarely,House,23
8570,43,Female,3240,Married,1,PhD,Unemployed,15.80993843,Suburban,Comprehensive,2,0,607,1,01-08-2021 15:21,Average,Yes,Monthly,Condo,719
8571,38,Female,24594,Married,1,PhD,Self-Employed,42.8143061,Urban,Premium,0,15,602,3,12-02-2022 15:21,Average,No,Rarely,Condo,55
8572,30,Male,26950,Single,3,Bachelor's,Employed,41.92890053,Urban,Premium,,3,,7,22-04-2021 15:21,Good,Yes,Monthly,Condo,20
8573,37,Male,43664,Divorced,1,PhD,,13.93329445,Suburban,Premium,1,18,380,8,14-04-2021 15:21,Poor,No,Rarely,House,813
8574,47,Male,35240,Married,2,High School,Employed,18.41751113,Suburban,Premium,2,11,492,7,29-02-2024 15:21,,No,Rarely,Condo,901
8575,52,Male,44849,Married,,PhD,Unemployed,31.92827652,Suburban,Premium,,15,589,4,29-09-2022 15:21,Average,Yes,Monthly,Condo,925
8576,38,Male,31181,Divorced,3,Master's,Unemployed,30.26756147,Rural,Comprehensive,,12,561,7,14-03-2023 15:21,Good,No,Rarely,Apartment,702
8577,49,Male,12056,Single,1,Bachelor's,,10.92828804,Suburban,Premium,1,17,826,1,24-11-2022 15:21,Poor,No,Rarely,Apartment,519
8578,49,Female,7069,Married,2,Bachelor's,Self-Employed,,Suburban,Comprehensive,,2,821,5,06-05-2021 15:21,Poor,No,Monthly,Apartment,886
8579,24,Female,45815,Married,1,PhD,Employed,27.93636162,Urban,Premium,2,5,327,1,22-02-2024 15:21,Average,No,Weekly,House,605
8580,57,Male,15696,Single,3,Bachelor's,Employed,,Suburban,Comprehensive,3,1,516,3,08-05-2023 15:21,Good,No,Daily,Apartment,1048
8581,44,Female,18791,Single,4,Bachelor's,Unemployed,31.07769795,Urban,Premium,3,1,684,2,13-11-2021 15:21,Average,Yes,Weekly,Apartment,1881
8582,54,Male,20705,Married,3,Bachelor's,Self-Employed,10.53473749,Urban,Basic,1,10,,2,19-12-2022 15:21,Poor,No,Rarely,Condo,773
8583,59,Male,7087,Divorced,1,PhD,Employed,30.69556917,Urban,Basic,0,11,647,9,09-06-2024 15:21,Good,Yes,Rarely,Apartment,27
8584,47,Male,2814,Divorced,2,Bachelor's,,28.68450477,Suburban,Premium,2,11,848,7,01-10-2023 15:21,Good,Yes,Daily,Apartment,241
8585,57,Female,,Married,0,PhD,Employed,18.3822507,Urban,Comprehensive,0,7,335,5,17-11-2020 15:21,Average,Yes,Weekly,Apartment,564
8586,28,Male,25806,Married,4,Bachelor's,Employed,28.96591119,Suburban,Basic,,14,381,9,05-03-2024 15:21,Good,Yes,Monthly,House,510
8587,19,Female,3246,Divorced,4,High School,Self-Employed,14.69634501,Urban,Comprehensive,,8,601,9,22-05-2023 15:21,Good,No,Daily,House,3246
8588,19,Male,28982,Divorced,3,Master's,Self-Employed,20.09828536,Rural,Premium,,8,723,2,15-04-2022 15:21,Good,Yes,Rarely,House,619
8589,50,Female,4957,Married,0,PhD,,40.09701145,Suburban,Basic,0,11,526,5,02-02-2021 15:21,Good,No,Monthly,Condo,2458
8590,44,Male,26761,Married,3,Bachelor's,Employed,45.17884017,Suburban,Basic,0,5,,5,20-01-2021 15:21,Average,No,Monthly,Apartment,661
8591,37,Female,45976,Single,2,Master's,,15.63438785,Urban,Comprehensive,1,15,,5,27-09-2023 15:21,Poor,No,Daily,House,992
8592,56,Female,142091,Married,2,Bachelor's,,25.7745113,Rural,Premium,1,5,310,2,13-12-2020 15:21,Good,No,Monthly,House,714
8593,64,Male,7035,Single,2,PhD,Self-Employed,33.38201542,Urban,Premium,,8,744,8,23-09-2023 15:21,Poor,Yes,Daily,Apartment,827
8594,57,Male,18192,Divorced,,High School,Employed,13.63663377,Suburban,Basic,2,19,454,9,04-10-2023 15:21,Good,No,Rarely,Condo,431
8595,57,Female,135710,Divorced,0,Master's,Self-Employed,33.15589202,Rural,Premium,0,15,362,9,30-11-2021 15:21,Average,Yes,Rarely,Apartment,943
8596,24,Female,1574,Married,2,PhD,Employed,19.26290438,Suburban,Basic,,5,349,6,05-10-2021 15:21,Poor,No,Rarely,Apartment,1178
8597,21,Male,545,Married,0,Master's,,,Rural,Premium,,5,757,8,09-09-2020 15:21,Poor,No,Rarely,Condo,729
8598,19,Male,17878,Married,0,High School,,16.42841641,Urban,Premium,1,15,658,4,23-08-2021 15:21,Average,Yes,Daily,Condo,1688
8599,34,Male,9504,Divorced,1,Bachelor's,Self-Employed,14.09247878,Rural,Basic,2,7,314,3,10-05-2020 15:21,Poor,Yes,Daily,Condo,940
8600,31,Female,15585,Divorced,3,Bachelor's,,21.26688248,Rural,Premium,,16,476,3,27-07-2021 15:21,Good,No,Monthly,House,2866
8601,19,Male,61891,Single,0,High School,,17.23647991,Rural,Basic,1,4,431,4,24-06-2022 15:21,Good,Yes,Rarely,Apartment,562
8602,61,Male,32096,Divorced,1,High School,Unemployed,46.93280691,Urban,Basic,1,4,439,5,23-12-2023 15:21,Poor,Yes,Rarely,Apartment,1257
8603,26,Male,15961,Single,3,Master's,Unemployed,27.82424717,Rural,Basic,,15,519,6,03-12-2022 15:21,Poor,No,Rarely,Condo,1056
8604,49,Male,28821,Married,2,High School,Employed,23.63230965,Rural,Basic,3,15,593,9,16-04-2023 15:21,Poor,No,Daily,Condo,1609
8605,24,Female,73897,Divorced,0,High School,,17.05696679,Urban,Comprehensive,2,18,613,9,11-12-2023 15:21,Good,No,Rarely,Condo,26
8606,,Male,45368,Married,0,Bachelor's,Employed,24.41521878,Suburban,Premium,,14,710,9,05-12-2020 15:21,,Yes,Daily,Apartment,45
8607,24,Female,4526,Single,3,Master's,Unemployed,21.41331167,Urban,Premium,2,15,312,9,04-03-2024 15:21,Average,No,Weekly,Apartment,551
8608,52,Female,15229,Married,0,Bachelor's,Employed,49.29222667,Rural,Premium,,7,654,5,20-10-2023 15:21,Poor,Yes,Rarely,Apartment,1127
8609,32,Male,82303,Married,,Bachelor's,Employed,14.24286038,Rural,Basic,,6,,9,13-03-2024 15:21,Average,Yes,Weekly,Condo,272
8610,,Male,65823,Single,2,Bachelor's,Employed,28.16340151,Rural,Premium,1,9,453,2,22-04-2024 15:21,Good,Yes,Daily,House,1575
8611,57,Female,27894,Single,4,Bachelor's,Self-Employed,16.82816277,Suburban,Comprehensive,1,10,531,6,18-08-2022 15:21,Good,No,Monthly,Apartment,1520
8612,28,Male,17955,Divorced,4,PhD,Employed,48.89515931,Rural,Basic,0,19,555,6,20-02-2023 15:21,Average,No,Weekly,Condo,1110
8613,38,Female,22737,Single,3,High School,Employed,7.923932723,Rural,Comprehensive,3,2,682,1,30-12-2019 15:21,Average,Yes,Weekly,Condo,1209
8614,39,Male,30065,Married,0,Bachelor's,,40.50478481,Suburban,Comprehensive,,18,313,4,15-12-2020 15:21,Good,Yes,Weekly,Condo,2296
8615,56,Female,51398,Divorced,3,Bachelor's,Unemployed,32.7933131,Suburban,Premium,3,11,506,2,22-03-2022 15:21,Good,Yes,Daily,House,318
8616,51,Female,64870,Divorced,4,PhD,Self-Employed,10.819185,Urban,Basic,1,0,383,6,04-12-2023 15:21,Good,No,Monthly,Apartment,393
8617,25,Male,37541,Divorced,4,PhD,,51.58771853,Urban,Premium,,18,799,3,05-02-2022 15:21,Good,No,Weekly,Apartment,2238
8618,34,Male,31008,Single,4,PhD,Self-Employed,32.7195062,Suburban,Premium,0,6,627,6,22-06-2021 15:21,Average,No,Daily,Condo,283
8619,63,Female,20231,Divorced,4,Bachelor's,,9.515614048,Urban,Premium,0,17,,3,29-12-2023 15:21,,No,Weekly,Apartment,1256
8620,21,Male,15863,Married,4,Master's,Unemployed,17.01631695,Suburban,Basic,,12,800,6,22-08-2019 15:21,Good,No,Rarely,House,454
8621,46,Male,16078,Single,0,Master's,Employed,7.74096041,Rural,Comprehensive,1,17,,4,05-02-2024 15:21,Poor,Yes,Daily,House,1475
8622,26,Female,80526,Married,3,High School,Employed,7.648837835,Urban,Premium,3,15,481,9,06-11-2021 15:21,Good,No,Weekly,Condo,837
8623,64,Female,3817,Married,3,Master's,Employed,39.24654759,Urban,Comprehensive,3,14,695,6,18-09-2022 15:21,Good,No,Daily,Condo,1708
8624,40,Female,24,Married,,Master's,Unemployed,12.1495007,Suburban,Premium,0,15,829,4,19-09-2019 15:21,Poor,Yes,Weekly,House,1637
8625,44,Female,3655,Married,2,High School,Unemployed,13.09629487,Rural,Premium,3,2,603,6,16-11-2021 15:21,Good,No,Monthly,House,100
8626,47,Male,,Single,0,Master's,Unemployed,19.92905812,Rural,Comprehensive,,15,339,9,15-02-2022 15:21,Average,Yes,Monthly,Condo,546
8627,63,Male,4570,Divorced,4,High School,Unemployed,11.53932227,Suburban,Premium,,10,728,8,21-04-2024 15:21,Average,Yes,Weekly,Condo,150
8628,49,Male,10702,Married,3,High School,Unemployed,39.09670637,Suburban,Basic,,14,397,9,09-10-2023 15:21,Good,Yes,Weekly,Apartment,1755
8629,29,Male,2792,Divorced,2,PhD,Unemployed,20.36582006,Urban,Comprehensive,0,1,657,4,14-11-2022 15:21,Good,Yes,Weekly,House,2724
8630,19,Male,95276,Divorced,3,PhD,Employed,19.86926871,Urban,Premium,,14,453,5,01-12-2020 15:21,Poor,No,Monthly,Condo,1270
8631,32,Male,7073,Divorced,1,High School,Self-Employed,,Rural,Basic,1,18,545,7,04-10-2021 15:21,Good,No,Weekly,Condo,542
8632,22,Male,23757,Single,2,Bachelor's,Employed,33.83565491,Rural,Comprehensive,0,4,559,3,03-08-2021 15:21,Poor,No,Weekly,Apartment,1637
8633,63,Female,24862,Married,0,High School,Self-Employed,8.246677992,Suburban,Premium,,5,847,8,08-07-2021 15:21,Poor,No,Monthly,Condo,1140
8634,22,Female,66907,Single,0,Master's,,,Rural,Basic,2,0,618,8,26-10-2019 15:21,Good,No,Monthly,House,30
8635,42,Male,78182,Single,1,Master's,,16.76178129,Suburban,Premium,,6,805,2,09-11-2021 15:21,Average,No,Daily,Apartment,215
8636,46,Male,54418,,3,PhD,,19.74477016,Urban,Basic,0,19,431,6,16-05-2022 15:21,Average,No,Rarely,Apartment,940
8637,44,Male,5047,Married,1,High School,Unemployed,26.71709078,Urban,Basic,1,1,747,3,26-07-2022 15:21,Good,Yes,Daily,House,2275
8638,32,Female,39424,Single,1,Master's,Employed,26.92002664,Suburban,Comprehensive,1,0,478,3,02-04-2022 15:21,Good,Yes,Weekly,Condo,414
8639,35,Female,28039,Single,0,PhD,Employed,51.59238286,Suburban,Premium,0,2,,6,26-10-2020 15:21,Good,No,Weekly,Condo,1827
8640,50,Male,16862,Married,2,Bachelor's,,27.66194299,Suburban,Comprehensive,2,3,703,3,27-03-2022 15:21,Average,No,Monthly,Apartment,814
8641,31,Male,144723,Divorced,,High School,,10.25989111,Suburban,Basic,1,10,472,9,04-04-2020 15:21,Average,No,Weekly,House,2446
8642,29,Male,36489,Married,1,High School,Unemployed,17.71298854,Suburban,Basic,1,0,477,1,20-07-2024 15:21,Good,Yes,Daily,Apartment,416
8643,43,Female,30750,Divorced,0,PhD,Employed,27.99117101,Rural,Basic,1,17,839,4,21-05-2023 15:21,Good,No,Weekly,Condo,2468
8644,43,Female,31987,Divorced,1,PhD,Unemployed,44.85645556,Suburban,Premium,1,14,780,7,20-05-2022 15:21,Average,No,Daily,Condo,522
8645,44,Male,2665,Married,1,High School,Unemployed,44.05015065,Rural,Comprehensive,0,5,420,9,15-01-2020 15:21,Poor,Yes,Weekly,Condo,1878
8646,24,Female,42974,Divorced,2,High School,,48.79785359,Urban,Premium,0,0,498,6,08-11-2019 15:21,Poor,Yes,Rarely,House,375
8647,39,Female,15048,Married,1,High School,Employed,50.07632447,Rural,Premium,0,15,474,6,08-08-2022 15:21,Good,Yes,Weekly,Condo,907
8648,52,Female,30588,Divorced,3,PhD,,,Urban,Premium,2,3,653,5,13-02-2020 15:21,Poor,No,Daily,Condo,906
8649,40,Female,15585,Single,3,PhD,Self-Employed,21.41185594,Suburban,Premium,1,1,608,5,11-12-2020 15:21,Poor,Yes,Rarely,Condo,88
8650,39,Male,127435,Married,0,Master's,Unemployed,27.29206801,Suburban,Basic,0,10,384,7,26-08-2020 15:21,Good,No,Rarely,House,106
8651,48,Female,2883,Married,1,Bachelor's,Unemployed,17.7437529,Urban,Premium,2,17,707,2,30-11-2023 15:21,Average,No,Rarely,Condo,561
8652,32,Male,3634,Single,,High School,Unemployed,,Rural,Premium,0,4,734,2,22-09-2022 15:21,,No,Monthly,Condo,833
8653,54,Male,17788,Single,1,PhD,Self-Employed,47.86537494,Rural,Comprehensive,0,19,379,5,15-09-2021 15:21,Good,No,Daily,House,1352
8654,59,Male,3308,Single,2,High School,,11.00442419,Suburban,Comprehensive,0,4,616,2,19-10-2020 15:21,Poor,Yes,Daily,House,36
8655,51,Female,69528,Single,2,PhD,Self-Employed,30.49264468,Suburban,Premium,2,15,781,2,20-09-2020 15:21,,No,Daily,House,2135
8656,50,Male,25806,Divorced,0,PhD,Unemployed,38.03331274,Suburban,Basic,0,5,818,1,27-03-2020 15:21,Average,Yes,Daily,House,843
8657,35,Male,31977,Divorced,0,Master's,Unemployed,39.03979404,Suburban,Basic,,3,540,3,31-03-2021 15:21,Poor,Yes,Rarely,House,1932
8658,28,Female,6738,Single,3,Bachelor's,,,Suburban,Basic,1,11,661,5,02-10-2022 15:21,Good,No,Monthly,House,1281
8659,47,Male,1279,Single,3,PhD,,,Rural,Premium,1,12,,8,26-11-2023 15:21,Average,No,Daily,Condo,1317
8660,33,Male,8071,Divorced,4,PhD,Employed,,Suburban,Premium,0,14,541,6,02-12-2023 15:21,Average,No,Rarely,Condo,696
8661,51,Female,15333,Single,4,High School,Employed,38.01889998,Suburban,Comprehensive,0,12,634,5,18-01-2022 15:21,Poor,Yes,Weekly,House,2353
8662,33,Male,21154,Divorced,2,Master's,,31.71715849,Rural,Basic,2,6,724,6,15-01-2023 15:21,Poor,Yes,Weekly,Condo,1010
8663,52,Male,,Single,4,Master's,,24.7739269,Suburban,Comprehensive,0,6,529,9,11-12-2019 15:21,Good,No,Monthly,Apartment,211
8664,44,Male,6438,Divorced,,Master's,Unemployed,39.89114562,Rural,Premium,1,10,515,6,26-04-2020 15:21,Good,Yes,Weekly,House,1727
8665,24,Female,18791,Married,1,High School,Employed,22.77889084,Urban,Basic,0,17,539,3,04-05-2024 15:21,Poor,Yes,Weekly,Condo,1269
8666,60,Male,29894,Married,4,Bachelor's,Unemployed,29.98629885,Urban,Comprehensive,0,9,,8,10-05-2024 15:21,Good,Yes,Rarely,House,726
8667,35,Male,1607,Single,1,PhD,Employed,34.65773378,Rural,Premium,,19,390,7,09-06-2020 15:21,Good,No,Monthly,House,2731
8668,20,Male,71892,Single,2,Bachelor's,,15.06509794,Urban,Premium,,19,408,1,14-10-2022 15:21,Good,Yes,Monthly,House,567
8669,27,Male,122986,Married,2,PhD,,23.78460985,Suburban,Comprehensive,2,6,340,4,31-03-2021 15:21,Average,No,Monthly,House,1668
8670,34,Female,29892,Married,1,PhD,Employed,23.08727881,Urban,Basic,,10,827,5,30-10-2022 15:21,Average,No,Monthly,Apartment,1545
8671,57,Male,26892,Divorced,4,Bachelor's,Self-Employed,29.93611669,Urban,Comprehensive,,10,596,9,06-03-2022 15:21,,Yes,Monthly,House,1071
8672,19,Male,112588,Married,,PhD,Employed,14.08894618,Suburban,Basic,2,13,627,8,02-01-2022 15:21,,No,Rarely,House,243
8673,54,Male,108528,Divorced,3,Master's,Self-Employed,22.49214385,Suburban,Basic,2,6,431,5,03-01-2020 15:21,Good,No,Weekly,House,2371
8674,43,Female,7073,Divorced,4,PhD,,24.84728686,Suburban,Basic,1,19,,4,08-05-2021 15:21,Average,No,Weekly,House,828
8675,27,Male,,Divorced,2,Master's,Self-Employed,22.73492245,Rural,Comprehensive,,13,422,6,02-07-2022 15:21,Average,No,Daily,Apartment,78
8676,20,Male,27983,Married,,PhD,Self-Employed,36.91957067,Suburban,Comprehensive,1,13,706,1,17-07-2024 15:21,Average,No,Rarely,Apartment,698
8677,64,Female,80550,Married,4,Master's,Employed,8.882900472,Suburban,Basic,3,18,825,9,20-05-2024 15:21,Average,No,Daily,Condo,2217
8678,59,Male,73974,Single,1,PhD,,7.080069415,Urban,Basic,0,4,394,8,17-04-2024 15:21,Good,No,Rarely,Condo,292
8679,54,Male,20897,Single,,High School,,28.3935942,Urban,Comprehensive,1,7,561,5,15-08-2022 15:21,Average,Yes,Monthly,Condo,1185
8680,53,Female,24552,Single,3,Master's,Self-Employed,30.94777655,Suburban,Premium,1,10,559,1,19-08-2021 15:21,Poor,No,Daily,House,1827
8681,49,Female,6947,Married,2,Master's,,8.797726632,Rural,Premium,,16,585,5,14-07-2021 15:21,Poor,No,Monthly,Condo,1604
8682,61,Female,44929,Married,2,Master's,,30.73563111,Rural,Basic,1,5,843,3,24-09-2019 15:21,Good,Yes,Weekly,House,1593
8683,22,Male,3852,Married,,PhD,Employed,,Rural,Basic,,12,452,2,08-09-2021 15:21,Average,Yes,Rarely,House,1144
8684,60,Female,24791,Divorced,4,Master's,Unemployed,19.27290627,Urban,Basic,1,17,640,9,24-02-2021 15:21,Average,No,Monthly,Condo,428
8685,23,Female,2935,Single,0,Bachelor's,Unemployed,32.37239152,Rural,Comprehensive,,16,437,8,30-09-2020 15:21,Good,Yes,Weekly,Condo,53
8686,27,Male,45910,Divorced,3,PhD,,17.91419103,Urban,Premium,0,8,478,4,07-05-2024 15:21,Poor,No,Rarely,Apartment,28
8687,20,Female,13566,Divorced,3,Master's,Unemployed,12.05868527,Suburban,Premium,,15,509,6,22-02-2022 15:21,Poor,No,Rarely,Apartment,940
8688,25,Female,13036,Divorced,2,High School,,29.57426587,Suburban,Comprehensive,1,3,486,3,26-04-2021 15:21,Good,No,Weekly,Apartment,659
8689,38,Male,40456,Single,4,PhD,,20.74950117,Rural,Basic,,12,766,9,15-10-2023 15:21,Average,No,Weekly,House,726
8690,39,Male,22017,Married,2,Master's,Self-Employed,10.41754601,Urban,Comprehensive,0,4,678,1,18-08-2022 15:21,Poor,Yes,Rarely,House,2744
8691,33,Male,24791,Single,1,Bachelor's,Employed,,Urban,Premium,1,16,449,6,09-12-2021 15:21,Poor,No,Daily,Condo,514
8692,49,Male,17426,Married,4,High School,Self-Employed,31.11857765,Urban,Premium,,7,825,5,07-04-2020 15:21,Poor,No,Weekly,Apartment,174
8693,25,Male,39724,Married,2,PhD,,21.69542364,Urban,Basic,,1,686,6,26-01-2021 15:21,Good,No,Weekly,Apartment,1708
8694,35,Female,110108,Single,3,PhD,,21.06863506,Rural,Basic,0,19,431,6,27-03-2022 15:21,Average,No,Rarely,Condo,2057
8695,62,Male,3815,Married,0,PhD,Employed,46.91416483,Suburban,Basic,0,15,776,4,03-12-2023 15:21,Poor,Yes,Weekly,Apartment,2693
8696,34,Male,72909,Married,4,Bachelor's,Employed,,Urban,Basic,1,0,488,2,28-04-2020 15:21,Poor,Yes,Monthly,House,3116
8697,64,Female,44641,Divorced,3,PhD,Employed,8.270628858,Rural,Comprehensive,,13,471,6,28-02-2023 15:21,Average,No,Weekly,House,788
8698,38,Male,1836,Divorced,1,Bachelor's,Self-Employed,25.671235,Rural,Comprehensive,,6,456,1,16-02-2020 15:21,Good,No,Weekly,Condo,692
8699,34,Male,6208,Married,3,PhD,,36.71581431,Suburban,Comprehensive,1,1,742,6,13-05-2021 15:21,Good,No,Rarely,Apartment,725
8700,34,Male,27144,Married,1,High School,Self-Employed,5.711831721,Urban,Premium,,14,,3,04-03-2021 15:21,Good,No,Monthly,Condo,643
8701,51,Female,21641,Divorced,3,Bachelor's,,26.90785592,Rural,Comprehensive,,6,557,9,21-06-2021 15:21,Average,Yes,Weekly,Condo,303
8702,19,Male,39091,Married,4,PhD,Employed,5.049463479,Urban,Basic,4,8,615,3,24-12-2020 15:21,Good,Yes,Rarely,Apartment,1215
8703,50,Female,23861,Divorced,,High School,,28.26373474,Urban,Basic,1,1,581,4,07-04-2022 15:21,Poor,No,Monthly,Apartment,1042
8704,60,Male,30690,Married,3,Bachelor's,Self-Employed,21.73959163,Suburban,Basic,0,0,626,2,04-08-2023 15:21,,No,Rarely,Condo,515
8705,24,Female,75853,Married,2,Master's,Employed,27.26600227,Suburban,Premium,3,9,382,9,01-02-2024 15:21,Poor,No,Daily,Apartment,1510
8706,54,Male,114467,Married,1,Master's,Employed,42.28981057,Urban,Basic,4,5,532,7,05-07-2024 15:21,Average,Yes,Weekly,Condo,2084
8707,37,Female,11136,Single,0,High School,Unemployed,42.63969416,Urban,Comprehensive,,14,,9,20-01-2020 15:21,Average,No,Rarely,House,1396
8708,53,Female,10863,Single,0,PhD,Employed,13.2616251,Urban,Basic,1,0,558,3,31-08-2020 15:21,Poor,Yes,Daily,Condo,644
8709,59,Male,51832,Divorced,4,High School,Unemployed,23.9579371,Suburban,Basic,,0,326,1,23-01-2021 15:21,Good,No,Weekly,House,1848
8710,47,Female,43898,Divorced,4,High School,Unemployed,10.63475656,Suburban,Premium,0,14,582,5,01-08-2022 15:21,Average,No,Weekly,House,561
8711,25,Male,2889,Divorced,2,Bachelor's,,21.72270658,Urban,Comprehensive,2,2,813,9,08-07-2020 15:21,Average,Yes,Monthly,Apartment,1668
8712,53,Female,44581,Single,2,PhD,,31.02761251,Suburban,Comprehensive,0,2,573,4,03-03-2022 15:21,Poor,Yes,Rarely,Condo,721
8713,54,Female,57727,Married,0,Bachelor's,Unemployed,,Rural,Comprehensive,0,16,446,8,02-12-2021 15:21,Good,Yes,Weekly,House,983
8714,59,Male,30224,Single,1,Master's,,33.69694394,Rural,Basic,2,11,750,2,02-09-2019 15:21,Poor,No,Daily,House,3817
8715,19,Male,93519,Married,0,Bachelor's,Unemployed,13.45488706,Suburban,Premium,,11,371,4,14-04-2023 15:21,Good,No,Daily,Condo,2260
8716,64,Male,43414,Married,,PhD,,43.5564002,Urban,Premium,,13,739,1,11-08-2021 15:21,Average,No,Monthly,House,1459
8717,39,Male,48892,Married,1,Bachelor's,Employed,5.76445208,Suburban,Basic,1,2,812,9,04-06-2022 15:21,,Yes,Rarely,Condo,393
8718,29,Male,133449,Divorced,4,PhD,,41.51006238,Rural,Comprehensive,,1,375,7,07-02-2022 15:21,Good,No,Monthly,Condo,1800
8719,48,Male,17357,Married,,High School,,11.85957844,Rural,Basic,0,9,573,4,24-02-2022 15:21,Poor,No,Monthly,House,2538
8720,32,Female,65475,Single,4,Master's,,29.53384225,Urban,Basic,2,13,,6,01-03-2020 15:21,Average,No,Rarely,Apartment,3028
8721,42,Female,82853,Married,0,PhD,,33.1548303,Suburban,Premium,1,19,,9,14-04-2020 15:21,Poor,Yes,Monthly,Apartment,3748
8722,46,Female,3939,Married,1,Master's,,49.45122546,Suburban,Comprehensive,,12,673,6,30-06-2021 15:21,Good,Yes,Monthly,House,2285
8723,,Female,10891,Single,1,PhD,Unemployed,45.09760548,Urban,Basic,1,11,718,4,22-09-2021 15:21,Average,No,Weekly,House,902
8724,18,Female,7085,Divorced,3,High School,Self-Employed,16.33084532,Suburban,Basic,3,1,431,7,04-06-2022 15:21,Good,Yes,Daily,Apartment,461
8725,33,Male,44672,Single,0,PhD,Unemployed,32.8284025,Rural,Basic,,12,590,1,19-12-2020 15:21,Good,No,Rarely,House,1505
8726,59,Female,13983,Married,4,Bachelor's,,24.86596227,Suburban,Basic,,4,776,5,12-05-2024 15:21,Good,Yes,Monthly,House,658
8727,61,Male,30391,Divorced,3,Bachelor's,Employed,6.996969974,Urban,Comprehensive,0,14,569,4,29-09-2019 15:21,Good,No,Daily,House,3542
8728,63,Male,141279,Divorced,2,Bachelor's,,37.72455048,Rural,Premium,3,18,707,6,15-11-2019 15:21,,Yes,Daily,Condo,1356
8729,29,Male,18607,Married,0,Bachelor's,,49.05301337,Urban,Comprehensive,0,8,643,6,09-11-2020 15:21,Poor,Yes,Rarely,House,1281
8730,19,Male,1475,Married,3,Bachelor's,,16.72368173,Suburban,Premium,,11,469,6,29-08-2022 15:21,Average,No,Daily,Condo,439
8731,51,Male,9963,Divorced,3,Master's,,15.76422924,Rural,Premium,,3,619,5,07-06-2020 15:21,Good,Yes,Weekly,House,1067
8732,43,Female,36058,Married,1,Master's,,29.51732785,Urban,Basic,0,15,667,6,20-01-2022 15:21,Good,Yes,Weekly,House,735
8733,58,Male,3254,Married,,PhD,,16.85613686,Suburban,Premium,0,8,716,4,13-09-2023 15:21,Good,No,Daily,House,2065
8734,41,Male,134567,Single,2,Master's,Unemployed,50.59200177,Rural,Comprehensive,2,0,790,3,13-11-2019 15:21,Poor,Yes,Monthly,Apartment,961
